166;Стокгольм;{"name":"Стокгольм", "country":"Швеция", "genCountry":"Швеции", "continent":"Европа", "duplicateName" : "false", "facts":["В Стокгольме каждый год вручают Нобелевскую премию.", "В Стокгольме Астрид Линдгрен написала историю про Карлсона."], "complexity":"1"}
167;Сува;{"name":"Сува", "country":"Фиджи", "genCountry":"Фиджи", "continent":"Австралия и Океания", "duplicateName" : "false", "facts":[], "complexity":"5"}
168;Сукре;{"name":"Сукре", "country":"Боливия", "genCountry":"Боливии", "continent":"Южная Америка", "duplicateName" : "false", "facts":[], "complexity":"5"}
169;Сухум;{"name":"Сухум", "country":"Абхазия", "genCountry":"Абхазии", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"3"}
170;Таллин;{"name":"Таллин", "country":"Эстония", "genCountry":"Эстонии", "continent":"Европа", "duplicateName" : "false", "facts":[], "complexity":"1"}
171;Ташкент;{"name":"Ташкент", "country":"Узбекистан", "genCountry":"Узбекистана", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"3"}
172;Тбилиси;{"name":"Тбилиси", "country":"Грузия", "genCountry":"Грузии", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"2"}
173;Тегеран;{"name":"Тегеран", "country":"Иран", "genCountry":"Ирана", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"3"}
174;Тегусигальпа;{"name":"Тегусигальпа", "country":"Гондурас", "genCountry":"Гондураса", "continent":"Северная Америка", "duplicateName" : "false", "facts":[], "complexity":"4"}
175;Тирана;{"name":"Тирана", "country":"Албания", "genCountry":"Албании", "continent":"Европа", "duplicateName" : "false", "facts":[], "complexity":"5"}
176;Токио;{"name":"Токио", "country":"Япония", "genCountry":"Японии", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"1"}
177;Триполи;{"name":"Триполи", "country":"Ливия", "genCountry":"Ливии", "continent":"Африка", "duplicateName" : "false", "facts":[], "complexity":"3"}
178;Тунис;{"name":"Тунис", "country":"Тунис", "genCountry":"Туниса", "continent":"Африка", "duplicateName" : "true", "facts":[], "complexity":"3"}
179;Тхимпху;{"name":"Тхимпху", "country":"Бутан", "genCountry":"Бутана", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"5"}
180;Уагадугу;{"name":"Уагадугу", "country":"Буркина-Фасо", "genCountry":"Буркина-Фасо", "continent":"Африка", "duplicateName" : "false", "facts":[], "complexity":"5"}
181;Улан-Батор,Улан Батор;{"name":"Улан-Батор", "country":"Монголия", "genCountry":"Монголии", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"3"}
182;Фритаун;{"name":"Фритаун", "country":"Сьерра-Леоне", "genCountry":"Сьерра-Леоне", "continent":"Африка", "duplicateName" : "false", "facts":[], "complexity":"5"}
183;Фунафути;{"name":"Фунафути", "country":"Тувалу", "genCountry":"Тувалу", "continent":"Австралия и Океания", "duplicateName" : "false", "facts":[], "complexity":"5"}
184;Ханой;{"name":"Ханой", "country":"Вьетнам", "genCountry":"Вьетнама", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"5"}
185;Хараре;{"name":"Хараре", "country":"Зимбабве", "genCountry":"Зимбабве", "continent":"Африка", "duplicateName" : "false", "facts":[], "complexity":"5"}
186;Хартум;{"name":"Хартум", "country":"Судан", "genCountry":"Судана", "continent":"Африка", "duplicateName" : "false", "facts":[], "complexity":"4"}
187;Хельсинки;{"name":"Хельсинки", "country":"Финляндия", "genCountry":"Финляндии", "continent":"Европа", "duplicateName" : "false", "facts":[], "complexity":"1"}
188;Хониара;{"name":"Хониара", "country":"Соломоновы Острова", "genCountry":"Соломоновых Островов", "continent":"Австралия и Океания", "duplicateName" : "false", "facts":[], "complexity":"5"}
189;Цхинвал;{"name":"Цхинвал", "country":"Южная Осетия", "genCountry":"Южной Осетии", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"4"}
190;Шри-Джаяварденепура-Котте,Шри Джаяварденепура Котте;{"name":"Шри-Джаяварденепура-Котте", "country":"Шри-Ланка", "genCountry":"Шри-Ланки", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"5"}
191;Эль-Кувейт,Эль Кувейт;{"name":"Эль-Кувейт", "country":"Кувейт", "genCountry":"Кувейта", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"5"}
192;Эр-Рияд,Эр Рияд;{"name":"Эр-Рияд", "country":"Саудовская Аравия", "genCountry":"Саудовской Аравии", "continent":"Азия", "duplicateName" : "false", "facts":[], "complexity":"4"}
